facilityCode,name,legalName,providerType,facilityCategory,levelOfCare,ownership,tier,contractStatus,medicalChainRole,largeInstitutionFlag,servicesOffered,acceptsInsurance,insurersAccepted,insuranceEvidence,sourceClass,sourceNotes,region,district,county,subcounty,address,geoLatitude,geoLongitude,isOpen24Hours,operatingHours,phone,email,contactPerson,paymentTermDays,creditLimitUGX,contractStartDate,contractEndDate,contractNotes,licenceNumber,registrationNumber,facilityLevel,smartProviderId,slade360ProviderId
UG-FAC-00026-PLATINUM-SPECIALIST-HOSPITAL,Platinum Specialist Hospital,Platinum Specialist Hospital Limited,HOSPITAL,General Hospital,General Hospital,Private for profit,PANEL,ACTIVE,General Hospital,false,Outpatient|Inpatient|Emergency|Laboratory|Pharmacy|Maternity|Surgery|ICU,true,Jubilee|Prudential,Seed report provider-panel or tie-up evidence,report_seed,Seeded from user-provided insurance landscape CSV and cross-checked against the user-provided research report.,Central,Kampala,Kampala,Buganda Road,"Buganda Road, Kampala",0.343188,32.572104,true,"{""Mon"":""00:00-24:00"",""Tue"":""00:00-24:00"",""Wed"":""00:00-24:00"",""Thu"":""00:00-24:00"",""Fri"":""00:00-24:00"",""Sat"":""00:00-24:00"",""Sun"":""00:00-24:00""}",+25670197975,billing.0026@platinum.specialist.hospital.test.ug,Provider Relations 0026,30,250000000,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000026,UG-REG-TEST-000026,General Hospital,SMART-UG-00026,SLADE-UG-00026
UG-FAC-00027-NAJJERA-HOSPITAL,Najjera Hospital,Najjera Hospital Limited,HOSPITAL,General Hospital,General Hospital,Private for profit,PANEL,ACTIVE,General Hospital,false,Outpatient|Inpatient|Emergency|Laboratory|Pharmacy|Maternity|Surgery|ICU,true,Jubilee|Prudential,Seed report provider-panel or tie-up evidence,report_seed,Seeded from user-provided insurance landscape CSV and cross-checked against the user-provided research report.,Central,Kampala,Kampala,Najjera,"Najjera, Kampala",0.353413,32.580466,true,"{""Mon"":""00:00-24:00"",""Tue"":""00:00-24:00"",""Wed"":""00:00-24:00"",""Thu"":""00:00-24:00"",""Fri"":""00:00-24:00"",""Sat"":""00:00-24:00"",""Sun"":""00:00-24:00""}",+25670205894,billing.0027@najjera.hospital.test.ug,Provider Relations 0027,30,250000000,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000027,UG-REG-TEST-000027,General Hospital,SMART-UG-00027,SLADE-UG-00027
UG-FAC-00028-ANBAR-HOSPITAL,Anbar Hospital,Anbar Hospital Limited,HOSPITAL,General Hospital,General Hospital,Private for profit,PANEL,ACTIVE,General Hospital,false,Outpatient|Inpatient|Emergency|Laboratory|Pharmacy|Maternity|Surgery|ICU,true,UAP Old Mutual,Seed report provider-panel or tie-up evidence,report_seed,Seeded from user-provided insurance landscape CSV and cross-checked against the user-provided research report.,Central,Mubende,Mubende,Mubende,Mubende,0.580927,31.424441,true,"{""Mon"":""00:00-24:00"",""Tue"":""00:00-24:00"",""Wed"":""00:00-24:00"",""Thu"":""00:00-24:00"",""Fri"":""00:00-24:00"",""Sat"":""00:00-24:00"",""Sun"":""00:00-24:00""}",+25670213813,billing.0028@anbar.hospital.test.ug,Provider Relations 0028,30,250000000,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000028,UG-REG-TEST-000028,General Hospital,SMART-UG-00028,SLADE-UG-00028
UG-FAC-00029-TRUE-VINE-HOSPITAL,True Vine Hospital,True Vine Hospital Limited,HOSPITAL,General Hospital,General Hospital,Private for profit,PANEL,ACTIVE,General Hospital,false,Outpatient|Inpatient|Emergency|Laboratory|Pharmacy|Maternity|Surgery|ICU,true,UAP Old Mutual,Seed report provider-panel or tie-up evidence,report_seed,Seeded from user-provided insurance landscape CSV and cross-checked against the user-provided research report.,Central,Mubende,Mubende,Mubende,Mubende,0.542764,31.430593,true,"{""Mon"":""00:00-24:00"",""Tue"":""00:00-24:00"",""Wed"":""00:00-24:00"",""Thu"":""00:00-24:00"",""Fri"":""00:00-24:00"",""Sat"":""00:00-24:00"",""Sun"":""00:00-24:00""}",+25670221732,billing.0029@true.vine.hospital.test.ug,Provider Relations 0029,30,250000000,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000029,UG-REG-TEST-000029,General Hospital,SMART-UG-00029,SLADE-UG-00029
UG-FAC-00030-BISHOP-CAESAR-ASILI-MEMORIAL-HOSPI,Bishop Caesar Asili Memorial Hospital,Bishop Caesar Asili Memorial Hospital Limited,HOSPITAL,General Hospital,General Hospital,Private not for profit,PARTNER,ACTIVE,General Hospital,false,Outpatient|Inpatient|Emergency|Laboratory|Pharmacy|Maternity|Surgery|ICU,true,UAP Old Mutual,Seed report provider-panel or tie-up evidence,report_seed,Seeded from user-provided insurance landscape CSV and cross-checked against the user-provided research report.,Central,Luwero,Luwero,Luwero,Luwero,0.890023,32.482681,true,"{""Mon"":""00:00-24:00"",""Tue"":""00:00-24:00"",""Wed"":""00:00-24:00"",""Thu"":""00:00-24:00"",""Fri"":""00:00-24:00"",""Sat"":""00:00-24:00"",""Sun"":""00:00-24:00""}",+25670229651,billing.0030@bishop.caesar.asili.memorial.hospital.test.ug,Provider Relations 0030,21,250000000,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000030,UG-REG-TEST-000030,General Hospital,SMART-UG-00030,SLADE-UG-00030
UG-FAC-00031-AL-SHAFA-HOSPITAL,Al-Shafa Hospital,Al-Shafa Hospital Limited,HOSPITAL,General Hospital,General Hospital,Private for profit,PANEL,ACTIVE,General Hospital,false,Outpatient|Inpatient|Emergency|Laboratory|Pharmacy|Maternity|Surgery|ICU,true,Sanlam,Seed report provider-panel or tie-up evidence,report_seed,Seeded from user-provided insurance landscape CSV and cross-checked against the user-provided research report.,Eastern,Jinja,Jinja,Jinja,Jinja,0.457285,33.237728,true,"{""Mon"":""00:00-24:00"",""Tue"":""00:00-24:00"",""Wed"":""00:00-24:00"",""Thu"":""00:00-24:00"",""Fri"":""00:00-24:00"",""Sat"":""00:00-24:00"",""Sun"":""00:00-24:00""}",+25670237570,billing.0031@al.shafa.hospital.test.ug,Provider Relations 0031,30,250000000,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000031,UG-REG-TEST-000031,General Hospital,SMART-UG-00031,SLADE-UG-00031
UG-FAC-00032-ALMECCA-HOSPITAL,Almecca Hospital,Almecca Hospital Limited,HOSPITAL,General Hospital,General Hospital,Private for profit,PANEL,ACTIVE,General Hospital,false,Outpatient|Inpatient|Emergency|Laboratory|Pharmacy|Maternity|Surgery|ICU,true,Sanlam,Seed report provider-panel or tie-up evidence,report_seed,Seeded from user-provided insurance landscape CSV and cross-checked against the user-provided research report.,Eastern,Jinja,Jinja,Jinja,Jinja,0.445451,33.204402,true,"{""Mon"":""00:00-24:00"",""Tue"":""00:00-24:00"",""Wed"":""00:00-24:00"",""Thu"":""00:00-24:00"",""Fri"":""00:00-24:00"",""Sat"":""00:00-24:00"",""Sun"":""00:00-24:00""}",+25670245489,billing.0032@almecca.hospital.test.ug,Provider Relations 0032,30,250000000,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000032,UG-REG-TEST-000032,General Hospital,SMART-UG-00032,SLADE-UG-00032
UG-FAC-00033-BUGOLOBI-MEDICAL-CENTRE,Bugolobi Medical Centre,Bugolobi Medical Centre Limited,CLINIC,HC III / Clinic,HC III,Private for profit,PANEL,ACTIVE,HC III / Clinic,false,Outpatient|Laboratory|Maternity,true,AAR|Jubilee|Prudential|Sanlam,Seed report provider-panel or tie-up evidence,report_seed,Seeded from user-provided insurance landscape CSV and cross-checked against the user-provided research report.,Central,Kampala,Kampala,Bugolobi,"Bugolobi, Kampala",0.35685,32.599282,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25670253408,billing.0033@bugolobi.medical.centre.test.ug,Provider Relations 0033,30,65000000,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000033,UG-REG-TEST-000033,HC III,SMART-UG-00033,SLADE-UG-00033
UG-FAC-00034-ST-CATHERINES-HOSPITAL,St. Catherines Hospital,St. Catherines Hospital Limited,CLINIC,HC III / Clinic,HC III,Private for profit,PANEL,ACTIVE,HC III / Clinic,false,Outpatient|Laboratory|Maternity,true,AAR|UAP Old Mutual,Seed report provider-panel or tie-up evidence,report_seed,Seeded from user-provided insurance landscape CSV and cross-checked against the user-provided research report.,Central,Kampala,Kampala,Buganda Road,"Buganda Road, Kampala",0.352365,32.594676,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25670261327,billing.0034@st.catherines.hospital.test.ug,Provider Relations 0034,30,65000000,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000034,UG-REG-TEST-000034,HC III,SMART-UG-00034,SLADE-UG-00034
UG-FAC-00035-LIFELINK-MEDICAL-CENTRE,Lifelink Medical Centre,Lifelink Medical Centre Limited,CLINIC,HC III / Clinic,HC III,Private for profit,PANEL,ACTIVE,HC III / Clinic,false,Outpatient|Laboratory|Emergency,true,Jubilee|Prudential|Sanlam,Seed report provider-panel or tie-up evidence,report_seed,Seeded from user-provided insurance landscape CSV and cross-checked against the user-provided research report.,Central,Kampala,Kampala,Ntinda / Kyaliwajala,Ntinda / Kyaliwajala,0.341839,32.580886,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25670269246,billing.0035@lifelink.medical.centre.test.ug,Provider Relations 0035,30,65000000,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000035,UG-REG-TEST-000035,HC III,SMART-UG-00035,SLADE-UG-00035
UG-FAC-00036-HEALINGWAY-HOSPITAL,Healingway Hospital,Healingway Hospital Limited,CLINIC,HC III / Clinic,HC III,Private for profit,PANEL,ACTIVE,HC III / Clinic,false,Outpatient|Laboratory|Chronic Care,true,AAR,Seed report provider-panel or tie-up evidence,report_seed,Seeded from user-provided insurance landscape CSV and cross-checked against the user-provided research report.,Central,Kampala,Kampala,Bugolobi,"Bugolobi, Kampala",0.332315,32.565442,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25670277165,billing.0036@healingway.hospital.test.ug,Provider Relations 0036,30,65000000,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000036,UG-REG-TEST-000036,HC III,SMART-UG-00036,SLADE-UG-00036
UG-FAC-00037-SAS-CLINIC-SAVANNAH-SUNRISE,SAS Clinic (Savannah Sunrise),SAS Clinic (Savannah Sunrise) Limited,CLINIC,HC III / Clinic,HC III,Private for profit,PANEL,ACTIVE,HC III / Clinic,false,Outpatient|Laboratory|Chronic Care,true,Jubilee|Prudential|Sanlam,Seed report provider-panel or tie-up evidence,report_seed,Seeded from user-provided insurance landscape CSV and cross-checked against the user-provided research report.,Central,Kampala,Kampala,Bombo Road,"Bombo Road, Kampala",0.333859,32.58521,true,"{""Mon"":""00:00-24:00"",""Tue"":""00:00-24:00"",""Wed"":""00:00-24:00"",""Thu"":""00:00-24:00"",""Fri"":""00:00-24:00"",""Sat"":""00:00-24:00"",""Sun"":""00:00-24:00""}",+25670285084,billing.0037@sas.clinic.savannah.sunrise.test.ug,Provider Relations 0037,30,65000000,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000037,UG-REG-TEST-000037,HC III,SMART-UG-00037,SLADE-UG-00037
UG-FAC-00038-AAR-HEALTH-CARE-BUGANDA-ROAD,AAR Health Care Buganda Road,AAR Health Care Buganda Road Limited,CLINIC,Clinic (Outpatient),Outpatient,Private for profit,PANEL,ACTIVE,Clinic (Outpatient),false,Outpatient|Laboratory|Chronic Care,true,AAR|Prudential|Sanlam,Seed report provider-panel or tie-up evidence,report_seed,Seeded from user-provided insurance landscape CSV and cross-checked against the user-provided research report.,Central,Kampala,Kampala,Buganda Road,"Buganda Road, Kampala",0.354179,32.591705,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25670293003,billing.0038@aar.health.care.buganda.road.test.ug,Provider Relations 0038,30,65000000,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000038,UG-REG-TEST-000038,Outpatient,SMART-UG-00038,SLADE-UG-00038
UG-FAC-00039-AAR-HEALTH-CARE-BUGOLOBI,AAR Health Care Bugolobi,AAR Health Care Bugolobi Limited,CLINIC,Clinic (Outpatient),Outpatient,Private for profit,PANEL,ACTIVE,Clinic (Outpatient),false,Outpatient|Laboratory|Maternity,true,AAR|Jubilee|Prudential|Sanlam,Seed report provider-panel or tie-up evidence,report_seed,Seeded from user-provided insurance landscape CSV and cross-checked against the user-provided research report.,Central,Kampala,Kampala,Bugolobi,"Bugolobi, Kampala",0.33437,32.568314,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25670300922,billing.0039@aar.health.care.bugolobi.test.ug,Provider Relations 0039,30,65000000,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000039,UG-REG-TEST-000039,Outpatient,SMART-UG-00039,SLADE-UG-00039
UG-FAC-00040-AAR-HEALTH-CARE-NTINDA,AAR Health Care Ntinda,AAR Health Care Ntinda Limited,CLINIC,Clinic (Outpatient),Outpatient,Private for profit,PANEL,ACTIVE,Clinic (Outpatient),false,Outpatient|Laboratory|Emergency,true,AAR|Jubilee|Prudential,Seed report provider-panel or tie-up evidence,report_seed,Seeded from user-provided insurance landscape CSV and cross-checked against the user-provided research report.,Central,Kampala,Kampala,Ntinda,"Ntinda, Kampala",0.356609,32.595595,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25670308841,billing.0040@aar.health.care.ntinda.test.ug,Provider Relations 0040,30,65000000,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000040,UG-REG-TEST-000040,Outpatient,SMART-UG-00040,SLADE-UG-00040
UG-FAC-00041-AAR-HEALTH-CARE-ENTEBBE,AAR Health Care Entebbe,AAR Health Care Entebbe Limited,CLINIC,Clinic (Outpatient),Outpatient,Private for profit,PANEL,ACTIVE,Clinic (Outpatient),false,Outpatient|Laboratory|Maternity,true,AAR|Jubilee|Prudential,Seed report provider-panel or tie-up evidence,report_seed,Seeded from user-provided insurance landscape CSV and cross-checked against the user-provided research report.,Central,Wakiso,Wakiso,Entebbe,Entebbe,0.393843,32.485087,true,"{""Mon"":""00:00-24:00"",""Tue"":""00:00-24:00"",""Wed"":""00:00-24:00"",""Thu"":""00:00-24:00"",""Fri"":""00:00-24:00"",""Sat"":""00:00-24:00"",""Sun"":""00:00-24:00""}",+25670316760,billing.0041@aar.health.care.entebbe.test.ug,Provider Relations 0041,30,65000000,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000041,UG-REG-TEST-000041,Outpatient,SMART-UG-00041,SLADE-UG-00041
UG-FAC-00042-ROCKET-HEALTH-CLINIC-TELEMEDICINE,Rocket Health Clinic (Telemedicine),Rocket Health Clinic (Telemedicine) Limited,CLINIC,Clinic (Outpatient),Outpatient,Private for profit,PANEL,ACTIVE,Clinic (Outpatient),false,Outpatient|Laboratory|Maternity,true,Prudential,Seed report provider-panel or tie-up evidence,report_seed,Seeded from user-provided insurance landscape CSV and cross-checked against the user-provided research report.,Central,Kampala,Kampala,Lumumba Avenue,"Lumumba Avenue, Kampala",0.331999,32.566784,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25670324679,billing.0042@rocket.health.clinic.telemedicine.test.ug,Provider Relations 0042,30,65000000,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000042,UG-REG-TEST-000042,Outpatient,SMART-UG-00042,SLADE-UG-00042
UG-FAC-00043-KAMPALA-MEDICAL-CHAMBERS,Kampala Medical Chambers,Kampala Medical Chambers Limited,CLINIC,Clinic (Outpatient),Outpatient,Private for profit,PANEL,ACTIVE,Clinic (Outpatient),false,Outpatient|Laboratory|Minor Surgery,true,AAR|Prudential,Seed report provider-panel or tie-up evidence,report_seed,Seeded from user-provided insurance landscape CSV and cross-checked against the user-provided research report.,Central,Kampala,Kampala,Buganda Road,"Buganda Road, Kampala",0.350254,32.583219,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25670332598,billing.0043@kampala.medical.chambers.test.ug,Provider Relations 0043,30,65000000,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000043,UG-REG-TEST-000043,Outpatient,SMART-UG-00043,SLADE-UG-00043
UG-FAC-00044-THE-MEDICAL-HUB-ROSWELL,The Medical Hub (Roswell),The Medical Hub (Roswell) Limited,CLINIC,Clinic (Outpatient),Outpatient,Private for profit,PANEL,ACTIVE,Clinic (Outpatient),false,Outpatient|Laboratory|Minor Surgery,true,Jubilee,Seed report provider-panel or tie-up evidence,report_seed,Seeded from user-provided insurance landscape CSV and cross-checked against the user-provided research report.,Central,Kampala,Kampala,Nakasero,"Nakasero, Kampala",0.331199,32.588802,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25670340517,billing.0044@the.medical.hub.roswell.test.ug,Provider Relations 0044,30,65000000,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000044,UG-REG-TEST-000044,Outpatient,SMART-UG-00044,SLADE-UG-00044
